id,key,enabled,bom_type,cylinder_label,agent_type,item_order,brand,code,product,unit,quantity_base,delivery,unit_price
149,SISTEMATANK SIZE 180LFM-2001-2,True,SISTEMA,TANK SIZE 180L,FM-200,2.0,ANSUL,445738,"TANK SIZE 180L, Fill: 199-396 lb.",c/u.,1.0,445738,1
150,SISTEMATANK SIZE 180LFM-2001-3,True,SISTEMA,TANK SIZE 180L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
151,SISTEMATANK SIZE 180LFM-2001-4,True,SISTEMA,TANK SIZE 180L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
152,SISTEMATANK SIZE 180LFM-2001-5,True,SISTEMA,TANK SIZE 180L,FM-200,5.0,ANSUL,314205314,Label FM-200 32/106/147/180/343L UL/FM,c/u.,1.0,314205314,1
153,SISTEMATANK SIZE 180LFM-2001-6,True,SISTEMA,TANK SIZE 180L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
154,SISTEMATANK SIZE 180LFM-2001-7,True,SISTEMA,TANK SIZE 180L,FM-200,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
155,SISTEMATANK SIZE 180LFM-2001-8,True,SISTEMA,TANK SIZE 180L,FM-200,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
156,SISTEMATANK SIZE 180LFM-2001-9,True,SISTEMA,TANK SIZE 180L,FM-200,9.0,ANSUL,570092-R2,"Tank Bracket Assembly (Fits 140, 280, 390 & 450 lb. Tanks)",c/u.,2.0,570092-R2,1
157,SISTEMATANK SIZE 180LFM-2001-10,True,SISTEMA,TANK SIZE 180L,FM-200,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 180L,1
158,SISTEMATANK SIZE 180LFM-2001-11,True,SISTEMA,TANK SIZE 180L,FM-200,11.0,ANSUL,442927-R2,"NAMEPLATE, FM200, DO NOT ENTER",c/u.,1.0,442927-R2,1
159,SISTEMATANK SIZE 180LFM-2001-12,True,SISTEMA,TANK SIZE 180L,FM-200,12.0,ANSUL,442928-R2,"NAMEPLATE, FM200, PROTECTED,",c/u.,1.0,442928-R2,1
160,SISTEMATANK SIZE 180LFM-2001-13,True,SISTEMA,TANK SIZE 180L,FM-200,13.0,ANSUL,570558,"Single-Tank Swivel Adaptor, 2 in.  (P/N 309002017)",c/u.,1.0,570558,1
161,SISTEMATANK SIZE 180LFM-2001-14,True,SISTEMA,TANK SIZE 180L,FM-200,14.0,,,,,,0,1
162,SISTEMATANK SIZE 180LFM-2001-15,True,SISTEMA,TANK SIZE 180L,FM-200,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
163,SISTEMATANK SIZE 180LFM-2001-16,True,SISTEMA,TANK SIZE 180L,FM-200,16.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
164,SISTEMATANK SIZE 180LFM-2001-17,True,SISTEMA,TANK SIZE 180L,FM-200,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
166,OPCIONALTANK SIZE 180LFM-2001-1,True,OPCIONAL,TANK SIZE 180L,FM-200,1.0,ANSUL,570538-R2,"Flexible Discharge Hose, 2 in.",c/u.,1.0,570538-R2,1
167,OPCIONALTANK SIZE 180LFM-2001-2,True,OPCIONAL,TANK SIZE 180L,FM-200,2.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
168,OPCIONALTANK SIZE 180LFM-2001-3,True,OPCIONAL,TANK SIZE 180L,FM-200,3.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
169,OPCIONALTANK SIZE 180LFM-2001-4,True,OPCIONAL,TANK SIZE 180L,FM-200,4.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
170,OPCIONALTANK SIZE 180LFM-2001-5,True,OPCIONAL,TANK SIZE 180L,FM-200,5.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
171,OPCIONALTANK SIZE 180LFM-2001-6,True,OPCIONAL,TANK SIZE 180L,FM-200,6.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
173,SISTEMATANK SIZE 343LFM-2001-1,True,SISTEMA,TANK SIZE 343L,FM-200,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 343L,c/u.,1.0,343L CARGA,1
174,SISTEMATANK SIZE 343LFM-2001-2,True,SISTEMA,TANK SIZE 343L,FM-200,2.0,ANSUL,445739,"TANK SIZE 343L, Fill: 379-756 lb.",c/u.,1.0,445739,1
175,SISTEMATANK SIZE 343LFM-2001-3,True,SISTEMA,TANK SIZE 343L,FM-200,3.0,ANSUL,FM-200-SRL,"FM-200 Agent,",c/u.,2.0,453646,1
176,SISTEMATANK SIZE 343LFM-2001-4,True,SISTEMA,TANK SIZE 343L,FM-200,4.0,ANSUL,570055,"Gauge, Cylinder Valve FM-200",c/u.,1.0,570055,1
177,SISTEMATANK SIZE 343LFM-2001-5,True,SISTEMA,TANK SIZE 343L,FM-200,5.0,ANSUL,314205314,Label FM-200 32/106/147/180/343L UL/FM,c/u.,1.0,314205314,1
178,SISTEMATANK SIZE 343LFM-2001-6,True,SISTEMA,TANK SIZE 343L,FM-200,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
179,SISTEMATANK SIZE 343LFM-2001-7,True,SISTEMA,TANK SIZE 343L,FM-200,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
180,SISTEMATANK SIZE 343LFM-2001-8,True,SISTEMA,TANK SIZE 343L,FM-200,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
181,SISTEMATANK SIZE 343LFM-2001-9,True,SISTEMA,TANK SIZE 343L,FM-200,9.0,ANSUL,570336-R2,Tank Bracket Assembly (Fits 850 lb. Tank),c/u.,2.0,570336-R2,1
182,SISTEMATANK SIZE 343LFM-2001-10,True,SISTEMA,TANK SIZE 343L,FM-200,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 343L,1
183,SISTEMATANK SIZE 343LFM-2001-11,True,SISTEMA,TANK SIZE 343L,FM-200,11.0,ANSUL,442927-R2,"NAMEPLATE, FM200, DO NOT ENTER",c/u.,1.0,442927-R2,1
184,SISTEMATANK SIZE 343LFM-2001-12,True,SISTEMA,TANK SIZE 343L,FM-200,12.0,ANSUL,442928-R2,"NAMEPLATE, FM200, PROTECTED,",c/u.,1.0,442928-R2,1
185,SISTEMATANK SIZE 343LFM-2001-13,True,SISTEMA,TANK SIZE 343L,FM-200,13.0,ANSUL,69471,"Single-Tank Swivel Adaptor, 3 in. Flare to 3 in. Grooved",c/u.,1.0,69471,1
186,SISTEMATANK SIZE 343LFM-2001-14,True,SISTEMA,TANK SIZE 343L,FM-200,14.0,,,,,,0,1
187,SISTEMATANK SIZE 343LFM-2001-15,True,SISTEMA,TANK SIZE 343L,FM-200,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
188,SISTEMATANK SIZE 343LFM-2001-16,True,SISTEMA,TANK SIZE 343L,FM-200,16.0,ANSUL,430815,"Acutation Hose, 42 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,430815,1
189,SISTEMATANK SIZE 343LFM-2001-17,True,SISTEMA,TANK SIZE 343L,FM-200,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
191,OPCIONALTANK SIZE 343LFM-2001-1,True,OPCIONAL,TANK SIZE 343L,FM-200,1.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
192,OPCIONALTANK SIZE 343LFM-2001-2,True,OPCIONAL,TANK SIZE 343L,FM-200,2.0,ANSUL,430815,"Acutation Hose, 42 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,430815,1
193,OPCIONALTANK SIZE 343LFM-2001-3,True,OPCIONAL,TANK SIZE 343L,FM-200,3.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
194,OPCIONALTANK SIZE 343LFM-2001-4,True,OPCIONAL,TANK SIZE 343L,FM-200,4.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
195,OPCIONALTANK SIZE 343LFM-2001-5,True,OPCIONAL,TANK SIZE 343L,FM-200,5.0,ANSUL,570278,"Liquid Level Indicator (For 390 & 850 lb. Tanks), 43 in.",c/u.,1.0,570278,1
196,OPCIONALTANK SIZE 343LFM-2001-6,True,OPCIONAL,TANK SIZE 343L,FM-200,6.0,ANSUL,452162,"CHECK VALVE, 3"", W/ ADAPTOR ASSY",c/u.,1.0,452162,1
197,OPCIONALTANK SIZE 343LFM-2001-7,True,OPCIONAL,TANK SIZE 343L,FM-200,7.0,ANSUL,69990,"3"" Flexible Hose ASM",c/u.,1.0,69990,1
198,OPCIONALTANK SIZE 343LFM-2001-8,True,OPCIONAL,TANK SIZE 343L,FM-200,8.0,ANSUL,69841,"Discharge Hose/Check Valve Assembly, 3 in.",c/u.,1.0,69841,1
200,SISTEMATANK SIZE 8LFK-5-1-121-1,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 8L,c/u.,1.0,8L CARGA,1
201,SISTEMATANK SIZE 8LFK-5-1-121-2,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,2.0,ANSUL,445732,"TANK SIZE 8L, Fill: 9-21 lb.",c/u.,1.0,445732,1
202,SISTEMATANK SIZE 8LFK-5-1-121-3,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
203,SISTEMATANK SIZE 8LFK-5-1-121-4,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
204,SISTEMATANK SIZE 8LFK-5-1-121-5,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,5.0,ANSUL,314207207,SAPPHIRE Label 8/16/52L UL/FM,c/u.,1.0,314207207,1
205,SISTEMATANK SIZE 8LFK-5-1-121-6,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
206,SISTEMATANK SIZE 8LFK-5-1-121-7,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
207,SISTEMATANK SIZE 8LFK-5-1-121-8,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
208,SISTEMATANK SIZE 8LFK-5-1-121-9,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,9.0,ANSUL,570085-R2,"Tank Bracket Assembly (Fits 20, 50 & 90 lb. Tanks)",c/u.,1.0,570085-R2,1
209,SISTEMATANK SIZE 8LFK-5-1-121-10,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 8L,1
210,SISTEMATANK SIZE 8LFK-5-1-121-11,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,11.0,ANSUL,314207101-R2,DOOR NOTICE (LESS THAN NOAEL),c/u.,1.0,314207101-R2,1
211,SISTEMATANK SIZE 8LFK-5-1-121-12,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,12.0,ANSUL,314207103-R2,MANUAL RELEASE SIGN,c/u.,1.0,314207103-R2,1
212,SISTEMATANK SIZE 8LFK-5-1-121-13,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,13.0,ANSUL,570557,"Single-Tank Swivel Adaptor, 1 in. (P/N 309002016)",c/u.,1.0,570557,1
213,SISTEMATANK SIZE 8LFK-5-1-121-14,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,14.0,,,,,,0,1
214,SISTEMATANK SIZE 8LFK-5-1-121-15,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
215,SISTEMATANK SIZE 8LFK-5-1-121-16,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,16.0,ANSUL,73597,"Acutation Hose, 16 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,73597,1
216,SISTEMATANK SIZE 8LFK-5-1-121-17,True,SISTEMA,TANK SIZE 8L,FK-5-1-12,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
218,OPCIONALTANK SIZE 8LFK-5-1-121-1,True,OPCIONAL,TANK SIZE 8L,FK-5-1-12,1.0,ANSUL,570539-R2,"Flexible Discharge Hose, 1 in.",c/u.,1.0,570539-R2,1
219,OPCIONALTANK SIZE 8LFK-5-1-121-2,True,OPCIONAL,TANK SIZE 8L,FK-5-1-12,2.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
220,OPCIONALTANK SIZE 8LFK-5-1-121-3,True,OPCIONAL,TANK SIZE 8L,FK-5-1-12,3.0,ANSUL,73597,"Acutation Hose, 16 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,73597,1
221,OPCIONALTANK SIZE 8LFK-5-1-121-4,True,OPCIONAL,TANK SIZE 8L,FK-5-1-12,4.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
222,OPCIONALTANK SIZE 8LFK-5-1-121-5,True,OPCIONAL,TANK SIZE 8L,FK-5-1-12,5.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
224,SISTEMATANK SIZE 16LFK-5-1-121-1,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 16L,c/u.,1.0,16L CARGA,1
225,SISTEMATANK SIZE 16LFK-5-1-121-2,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,2.0,ANSUL,445733,"TANK SIZE 16L, Fill: 18 - 42 lbs.",c/u.,1.0,445733,1
226,SISTEMATANK SIZE 16LFK-5-1-121-3,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
227,SISTEMATANK SIZE 16LFK-5-1-121-4,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
228,SISTEMATANK SIZE 16LFK-5-1-121-5,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,5.0,ANSUL,314207207,SAPPHIRE Label 8/16/52L UL/FM,c/u.,1.0,314207207,1
229,SISTEMATANK SIZE 16LFK-5-1-121-6,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
230,SISTEMATANK SIZE 16LFK-5-1-121-7,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
231,SISTEMATANK SIZE 16LFK-5-1-121-8,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
232,SISTEMATANK SIZE 16LFK-5-1-121-9,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,9.0,ANSUL,570085-R2,"Tank Bracket Assembly (Fits 20, 50 & 90 lb. Tanks)",c/u.,2.0,570085-R2,1
233,SISTEMATANK SIZE 16LFK-5-1-121-10,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 16L,1
234,SISTEMATANK SIZE 16LFK-5-1-121-11,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,11.0,ANSUL,314207101-R2,DOOR NOTICE (LESS THAN NOAEL),c/u.,1.0,314207101-R2,1
235,SISTEMATANK SIZE 16LFK-5-1-121-12,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,12.0,ANSUL,314207103-R2,MANUAL RELEASE SIGN,c/u.,1.0,314207103-R2,1
236,SISTEMATANK SIZE 16LFK-5-1-121-13,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,13.0,ANSUL,570557,"Single-Tank Swivel Adaptor, 1 in. (P/N 309002016)",c/u.,1.0,570557,1
237,SISTEMATANK SIZE 16LFK-5-1-121-14,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,14.0,,,,,,0,1
238,SISTEMATANK SIZE 16LFK-5-1-121-15,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
239,SISTEMATANK SIZE 16LFK-5-1-121-16,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,16.0,ANSUL,73597,"Acutation Hose, 16 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,73597,1
240,SISTEMATANK SIZE 16LFK-5-1-121-17,True,SISTEMA,TANK SIZE 16L,FK-5-1-12,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
242,OPCIONALTANK SIZE 16LFK-5-1-121-1,True,OPCIONAL,TANK SIZE 16L,FK-5-1-12,1.0,ANSUL,570539-R2,"Flexible Discharge Hose, 1 in.",c/u.,1.0,570539-R2,1
243,OPCIONALTANK SIZE 16LFK-5-1-121-2,True,OPCIONAL,TANK SIZE 16L,FK-5-1-12,2.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
244,OPCIONALTANK SIZE 16LFK-5-1-121-3,True,OPCIONAL,TANK SIZE 16L,FK-5-1-12,3.0,ANSUL,73597,"Acutation Hose, 16 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,73597,1
245,OPCIONALTANK SIZE 16LFK-5-1-121-4,True,OPCIONAL,TANK SIZE 16L,FK-5-1-12,4.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
246,OPCIONALTANK SIZE 16LFK-5-1-121-5,True,OPCIONAL,TANK SIZE 16L,FK-5-1-12,5.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
248,SISTEMATANK SIZE 32LFK-5-1-121-1,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 32L,c/u.,1.0,32L CARGA,1
249,SISTEMATANK SIZE 32LFK-5-1-121-2,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,2.0,ANSUL,445734,"TANK SIZE 32L, Fill: 36 - 84 lbs.",c/u.,1.0,445734,1
250,SISTEMATANK SIZE 32LFK-5-1-121-3,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
251,SISTEMATANK SIZE 32LFK-5-1-121-4,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
252,SISTEMATANK SIZE 32LFK-5-1-121-5,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,5.0,ANSUL,314207329,SAPPHIRE Label 32/106 a 343L UL/FM,c/u.,1.0,314207329,1
253,SISTEMATANK SIZE 32LFK-5-1-121-6,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
254,SISTEMATANK SIZE 32LFK-5-1-121-7,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
255,SISTEMATANK SIZE 32LFK-5-1-121-8,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
256,SISTEMATANK SIZE 32LFK-5-1-121-9,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,9.0,ANSUL,570085-R2,"Tank Bracket Assembly (Fits 20, 50 & 90 lb. Tanks)",c/u.,2.0,570085-R2,1
257,SISTEMATANK SIZE 32LFK-5-1-121-10,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 32L,1
258,SISTEMATANK SIZE 32LFK-5-1-121-11,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,11.0,ANSUL,314207101-R2,DOOR NOTICE (LESS THAN NOAEL),c/u.,1.0,314207101-R2,1
259,SISTEMATANK SIZE 32LFK-5-1-121-12,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,12.0,ANSUL,314207103-R2,MANUAL RELEASE SIGN,c/u.,1.0,314207103-R2,1
260,SISTEMATANK SIZE 32LFK-5-1-121-13,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,13.0,ANSUL,570557,"Single-Tank Swivel Adaptor, 1 in. (P/N 309002016)",c/u.,1.0,570557,1
261,SISTEMATANK SIZE 32LFK-5-1-121-14,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,14.0,,,,,,0,1
262,SISTEMATANK SIZE 32LFK-5-1-121-15,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
263,SISTEMATANK SIZE 32LFK-5-1-121-16,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,16.0,ANSUL,73597,"Acutation Hose, 16 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,73597,1
264,SISTEMATANK SIZE 32LFK-5-1-121-17,True,SISTEMA,TANK SIZE 32L,FK-5-1-12,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
266,OPCIONALTANK SIZE 32LFK-5-1-121-1,True,OPCIONAL,TANK SIZE 32L,FK-5-1-12,1.0,ANSUL,570539-R2,"Flexible Discharge Hose, 1 in.",c/u.,1.0,570539-R2,1
267,OPCIONALTANK SIZE 32LFK-5-1-121-2,True,OPCIONAL,TANK SIZE 32L,FK-5-1-12,2.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
268,OPCIONALTANK SIZE 32LFK-5-1-121-3,True,OPCIONAL,TANK SIZE 32L,FK-5-1-12,3.0,ANSUL,73597,"Acutation Hose, 16 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,73597,1
269,OPCIONALTANK SIZE 32LFK-5-1-121-4,True,OPCIONAL,TANK SIZE 32L,FK-5-1-12,4.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
270,OPCIONALTANK SIZE 32LFK-5-1-121-5,True,OPCIONAL,TANK SIZE 32L,FK-5-1-12,5.0,ANSUL,76498,"Switch, Maintenance, Surface Mount",c/u.,1.0,76498,1
272,SISTEMATANK SIZE 52LFK-5-1-121-1,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,1.0,ANSUL,AGLIMP-RECARGA-00,SERVICIO DE CARGA DE AGENTE 52L,c/u.,1.0,52L CARGA,1
273,SISTEMATANK SIZE 52LFK-5-1-121-2,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,2.0,ANSUL,445735,"TANK SIZE 52L, Fill: 58-137 lb.",c/u.,1.0,445735,1
274,SISTEMATANK SIZE 52LFK-5-1-121-3,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,3.0,ANSUL,FK-5-1-12,FK-5-1-12  FLUID FACTORY FILL PER L,c/u.,2.0,FK-5-1-12,1
275,SISTEMATANK SIZE 52LFK-5-1-121-4,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,4.0,ANSUL,302207021,"Pressure Gauge, FK-5-1-12",c/u.,1.0,302207021,1
276,SISTEMATANK SIZE 52LFK-5-1-121-5,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,5.0,ANSUL,314207207,SAPPHIRE Label 8/16/52L UL/FM,c/u.,1.0,314207207,1
277,SISTEMATANK SIZE 52LFK-5-1-121-6,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,6.0,ANSUL,570585,Cylinder Low Pressure Switch,c/u.,1.0,570585,1
278,SISTEMATANK SIZE 52LFK-5-1-121-7,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,7.0,ANSUL,304205030,Electric Actuator Shipping Assembly,c/u.,1.0,304205030,1
279,SISTEMATANK SIZE 52LFK-5-1-121-8,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,8.0,ANSUL,A1638150HY,Local Manual Actuator,c/u.,1.0,A1638150HY,1
280,SISTEMATANK SIZE 52LFK-5-1-121-9,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,9.0,ANSUL,570092-R2,"Tank Bracket Assembly (Fits 140, 280, 390 & 450 lb. Tanks)",c/u.,2.0,570092-R2,1
281,SISTEMATANK SIZE 52LFK-5-1-121-10,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,10.0,ANSUL,17549OK,"Nozzle, según memoria de calculo",c/u.,1.0,NOZ. 52L,1
282,SISTEMATANK SIZE 52LFK-5-1-121-11,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,11.0,ANSUL,314207101-R2,DOOR NOTICE (LESS THAN NOAEL),c/u.,1.0,314207101-R2,1
283,SISTEMATANK SIZE 52LFK-5-1-121-12,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,12.0,ANSUL,314207103-R2,MANUAL RELEASE SIGN,c/u.,1.0,314207103-R2,1
284,SISTEMATANK SIZE 52LFK-5-1-121-13,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,13.0,ANSUL,570558,"Single-Tank Swivel Adaptor, 2 in.  (P/N 309002017)",c/u.,1.0,570558,1
285,SISTEMATANK SIZE 52LFK-5-1-121-14,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,14.0,,,,,,0,1
286,SISTEMATANK SIZE 52LFK-5-1-121-15,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,15.0,ANSUL,437900,"Switch, Pressure, 3PDT",c/u.,1.0,437900,1
287,SISTEMATANK SIZE 52LFK-5-1-121-16,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,16.0,ANSUL,415142,"Acutation Hose, 32 in., 1/4 in. NPT x 7/16-20 in. F Flare",c/u.,1.0,415142,1
288,SISTEMATANK SIZE 52LFK-5-1-121-17,True,SISTEMA,TANK SIZE 52L,FK-5-1-12,17.0,ANSUL,32338,"Male Straight Connector, 7/16 - 20 x 1/4 in. NPT",c/u.,1.0,32338,1
